ID,Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,_v1,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,_v2,_v3,_v4,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3,Training_Sample,sex,race,age_cat,age,decile_score,score_text,priors_count,two_year_recid,is_recid,c_charge_degree
22909,M,BLACK,18-22,5,No,6.0,High,Less than HS diploma,0,Property,Less than 1 year,2.0,0.0,0.0,2.0,0.0,0,No,No,0,0,No,1,0,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,0,Male,African-American,Less than 25,20.0,6.0,Medium,4.0,1,1,F
22910,M,WHITE,38-42,20,No,8.0,High,High School Diploma,0,Property,Less than 1 year,,,0.0,,1.0,4,No,No,3 or more,3,No,3 or more,1,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,3,10 or more,2,3 or more,70.0,0.1428571492433548,0.0,0.0,0.0,0.0,0.0,No,No,No,No,No,0,Male,Caucasian,25 - 45,40.0,8.0,High,1.0,0,0,F
22911,M,WHITE,43-47,13,No,4.0,Standard,At least some college,3 or more,Property,Greater than 2 to 3 years,1.0,0.0,0.0,1.0,0.0,0,No,No,0,0,No,1,0,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,0,0,0,93.3,0.0,0.0,0.0,0.0,0.994640943193998,0.7829581993569132,No,No,No,No,No,1,Male,Caucasian,25 - 45,45.0,4.0,Low,2.0,0,0,F
22912,F,WHITE,23-27,4,,9.0,Specialized,Less than HS diploma,2,Drug,Less than 1 year,3.0,0.0,0.0,0.0,1.0,1,No,No,0,1,No,0,0,No,No,No,No,Yes,Yes,No,No,No,No,No,No,0,7,0,3 or more,87.0,0.0,0.0,0.0,0.0,0.8298850574712644,1.679310344827586,No,Yes,No,Yes,No,1,Female,Caucasian,Less than 25,25.0,9.0,High,4.0,1,1,F
22913,M,BLACK,28-32,25,No,5.0,Standard,Less than HS diploma,1,Drug,Less than 1 year,7.0,,1.0,4.0,4.0,5 or more,No,Yes,1,4 or more,No,3 or more,2 or more,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,0,0,0,0,,,,,,0.0,0.0,No,Yes,Yes,No,No,1,Male,African-American,25 - 45,30.0,5.0,Medium,16.0,1,1,F
22914,M,BLACK,33-37,8,No,9.0,Specialized,High School Diploma,0,Violent/Sex,More than 3 years,,,,,,5 or more,No,No,3 or more,4 or more,Yes,3 or more,1,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,4 or more,1,0,0,145.25,0.25,0.0,0.0,0.0,0.0,0.0,No,Yes,No,Yes,No,1,Male,African-American,25 - 45,35.0,9.0,High,0.0,1,1,F
22915,M,BLACK,33-37,4,No,7.0,High,Less than HS diploma,3 or more,Property,1-2 years,9.0,,0.0,,0.0,5 or more,No,No,3 or more,2,No,3 or more,0,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,1,43.66666666666666,0.0,0.0,0.0,0.0,0.7022900763358778,1.394083969465649,No,Yes,No,Yes,No,0,Male,African-American,25 - 45,35.0,7.0,Medium,9.0,1,1,F
22916,M,WHITE,23-27,7,No,8.0,High,Less than HS diploma,0,Property,Less than 1 year,,3.0,1.0,,0.0,5 or more,No,Yes,1,0,No,2,0,No,No,No,No,No,Yes,Yes,No,No,No,No,No,4 or more,1,0,0,3.833333333333333,0.0833333358168602,0.0,0.0833333358168602,0.125,1.0,1.0,No,Yes,Yes,No,No,1,Male,Caucasian,Less than 25,25.0,8.0,High,4.0,1,1,F
22917,F,WHITE,28-32,8,,6.0,High,High School Diploma,1,Drug,1-2 years,3.0,0.0,0.0,1.0,2.0,0,No,No,1,0,No,1,0,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,6,0,0,141.2,0.0,0.0,0.0,0.0,1.0,1.552053824362606,No,No,No,No,No,1,Female,Caucasian,25 - 45,30.0,6.0,Medium,6.0,0,0,F
22918,M,WHITE,48 or older,12,No,3.0,Standard,At least some college,0,Violent/Non-Sex,1-2 years,4.0,3.0,,0.0,0.0,4,Yes,No,1,0,No,0,0,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,0,0,0,2,80.5,0.0,0.0,0.0,0.0,0.484472049689441,1.0,No,No,No,No,No,1,Male,Caucasian,Greater than 45,50.0,3.0,Low,7.0,0,0,F
22919,F,BLACK,38-42,1,,5.0,Standard,High School Diploma,2,Violent/Non-Sex,More than 3 years,2.0,0.0,1.0,1.0,0.0,0,No,No,1,0,Yes,0,0,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,2,124.5,0.0,0.0,0.0,0.0,1.0,0.2933734939759036,No,No,No,No,No,1,Female,African-American,25 - 45,40.0,5.0,Medium,4.0,0,0,F
22920,M,BLACK,28-32,19,No,4.0,Standard,High School Diploma,1,,1-2 years,1.0,0.0,0.0,0.0,0.0,0,No,No,1,0,No,0,1,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,10 or more,0,0,107.8,0.0,0.0,0.0,0.0,0.8868274582560297,1.355287569573284,No,No,No,No,No,1,Male,African-American,25 - 45,30.0,4.0,Low,1.0,0,0,
22921,M,WHITE,23-27,20,Yes,9.0,Standard,High School Diploma,0,Property,Less than 1 year,3.0,5.0,0.0,4.0,1.0,2,No,No,0,4 or more,No,3 or more,0,No,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,0,107.6,0.2000000029802322,0.0,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,0,Male,Caucasian,Less than 25,25.0,9.0,High,13.0,1,1,F
22922,M,BLACK,23-27,7,Yes,7.0,High,High School Diploma,0,Drug,1-2 years,4.0,,1.0,2.0,4.0,2,Yes,Yes,2,4 or more,Yes,2,2 or more,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,4 or more,0,0,2,128.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,0,Male,African-American,Less than 25,25.0,7.0,Medium,11.0,1,1,F
22923,M,BLACK,18-22,21,Yes,5.0,Standard,High School Diploma,0,Drug,Less than 1 year,3.0,2.0,1.0,2.0,2.0,1,Yes,No,0,2,No,0,1,No,No,No,No,No,Yes,No,No,No,No,Yes,No,3,4,2,0,,,,,,0.0,0.0,No,Yes,No,Yes,No,0,Male,African-American,Less than 25,20.0,5.0,Medium,10.0,1,1,F
22924,F,BLACK,33-37,2,,4.0,Standard,At least some college,2,Property,Less than 1 year,1.0,0.0,0.0,1.0,0.0,0,No,No,0,0,No,0,0,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,,,,,,0.0,0.0,No,No,No,No,No,1,Female,African-American,25 - 45,35.0,4.0,Low,2.0,0,0,F
22925,M,BLACK,23-27,20,Yes,8.0,High,Less than HS diploma,1,Property,Greater than 2 to 3 years,6.0,1.0,0.0,,0.0,1,No,No,1,1,No,2,0,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,46.66666666666666,0.0555555559694767,0.0,0.0,0.0,0.3023809523809524,0.4348214285714286,No,Yes,No,No,Yes,1,Male,African-American,Less than 25,25.0,8.0,High,7.0,1,1,F
22926,M,BLACK,23-27,6,Yes,8.0,Standard,Less than HS diploma,2,Violent/Non-Sex,More than 3 years,3.0,1.0,1.0,0.0,1.0,0,No,Yes,0,0,No,0,0,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,2,6,2,0,26.52380952380953,0.1428571492433548,0.0,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,1,Male,African-American,Less than 25,25.0,8.0,High,6.0,1,1,F
22927,M,BLACK,48 or older,20,No,2.0,Standard,High School Diploma,3 or more,Violent/Non-Sex,1-2 years,,,,3.0,0.0,5 or more,Yes,Yes,3 or more,4 or more,Yes,2,0,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,0,0,0,0,,,,,,0.0,0.0,No,No,No,No,No,0,Male,African-American,Greater than 45,50.0,2.0,Low,3.0,0,0,F
22928,M,WHITE,33-37,24,No,,,High School Diploma,0,Drug,Less than 1 year,1.0,4.0,0.0,0.0,1.0,1,No,No,1,2,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,0,,,,,,0.0,0.0,No,Yes,No,Yes,No,1,Male,Caucasian,25 - 45,35.0,,,6.0,1,1,F
22929,M,BLACK,28-32,5,Yes,7.0,Specialized,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,4.0,2.0,1.0,3.0,0.0,3,No,Yes,1,0,Yes,1,0,No,No,Yes,No,No,No,No,No,No,No,No,Yes,0,1,0,2,638.0,0.0,0.0,0.0,0.0,0.7476489028213166,1.144984326018809,No,No,No,No,No,1,Male,African-American,25 - 45,30.0,7.0,Medium,10.0,0,0,F
22930,M,BLACK,23-27,2,No,8.0,High,Less than HS diploma,2,Property,Less than 1 year,3.0,3.0,0.0,2.0,1.0,3,Yes,No,0,2,Yes,0,1,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,0,10 or more,2,0,32.81818181818182,0.0909090936183929,0.0,0.0,0.0,1.0,1.0,No,No,No,No,No,0,Male,African-American,Less than 25,25.0,8.0,High,9.0,0,0,F
22931,M,WHITE,33-37,17,No,5.0,Standard,Less than HS diploma,3 or more,Drug,1-2 years,3.0,2.0,1.0,0.0,1.0,0,Yes,No,0,0,No,0,0,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,0,0,0,,,,,,1.0,2.331382978723404,No,No,No,No,No,1,Male,Caucasian,25 - 45,35.0,5.0,Medium,7.0,0,0,F
22932,F,WHITE,38-42,5,,6.0,High,High School Diploma,0,Drug,Less than 1 year,2.0,0.0,0.0,0.0,2.0,0,No,No,0,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,No,1,Female,Caucasian,25 - 45,40.0,6.0,Medium,4.0,0,0,F
22933,M,BLACK,23-27,8,No,6.0,Standard,Less than HS diploma,1,Violent/Non-Sex,1-2 years,3.0,3.0,1.0,0.0,2.0,3,No,Yes,2,3,Yes,0,2 or more,No,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,1,154.6666666666667,0.0,0.0,0.0,0.0,0.0592672413793103,0.3935883620689655,No,No,No,No,No,1,Male,African-American,Less than 25,25.0,6.0,Medium,9.0,0,0,F
22934,M,BLACK,28-32,8,No,5.0,Specialized,High School Diploma,2,Violent/Non-Sex,More than 3 years,3.0,0.0,1.0,0.0,1.0,0,No,Yes,1,0,Yes,0,0,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,,,,,,1.0,1.24234693877551,No,No,No,No,No,0,Male,African-American,25 - 45,30.0,5.0,Medium,5.0,0,0,F
22935,M,BLACK,23-27,8,No,5.0,Standard,At least some college,2,Drug,More than 3 years,2.0,1.0,0.0,0.0,1.0,1,No,No,0,0,No,0,0,No,No,No,No,No,No,Yes,No,No,No,No,No,0,0,0,3 or more,,,,,,0.9724137931034482,1.0,No,Yes,Yes,No,No,1,Male,African-American,Less than 25,25.0,5.0,Medium,4.0,1,1,F
22936,M,WHITE,43-47,7,No,4.0,Standard,High School Diploma,2,,1-2 years,3.0,5.0,1.0,0.0,2.0,2,No,No,0,3,No,0,0,No,No,No,No,No,Yes,Yes,No,No,No,No,No,2,0,0,3 or more,,,,,,0.947565543071161,1.0,Yes,Yes,Yes,No,No,1,Male,Caucasian,25 - 45,45.0,4.0,Low,11.0,1,1,
22937,F,WHITE,23-27,12,,10.0,Specialized,High School Diploma,0,,Less than 1 year,5.0,,0.0,,1.0,5 or more,No,No,1,4 or more,No,3 or more,0,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,4 or more,0,0,1,130.75,0.0,0.0,0.0,0.25,0.0,0.0,No,Yes,Yes,No,No,0,Female,Caucasian,Less than 25,25.0,10.0,High,6.0,1,1,
22938,M,BLACK,38-42,18,No,5.0,Standard,At least some college,1,Property,More than 3 years,7.0,3.0,1.0,3.0,3.0,2,Yes,No,2,1,No,2,1,No,No,No,No,No,Yes,No,No,No,No,No,No,3,0,0,0,,0.2000000029802322,0.0,0.0,0.0,0.0,0.0,Yes,No,No,No,No,1,Male,African-American,25 - 45,40.0,5.0,Medium,17.0,0,0,F
22939,M,WHITE,23-27,20,No,7.0,Specialized,Less than HS diploma,0,Violent/Sex,1-2 years,3.0,1.0,0.0,1.0,0.0,1,No,No,1,0,No,0,0,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,0,10 or more,3 or more,1,28.30769230769231,0.0,0.0,0.0,0.0,0.998641304347826,0.4962635869565218,No,No,No,No,No,0,Male,Caucasian,Less than 25,25.0,7.0,Medium,5.0,0,0,F
22940,M,BLACK,18-22,4,No,6.0,High,High School Diploma,0,Other,Less than 1 year,2.0,1.0,0.0,0.0,0.0,1,No,Yes,0,0,No,0,0,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,180.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,1,Male,African-American,Less than 25,20.0,6.0,Medium,3.0,1,1,M
22942,F,BLACK,38-42,4,,4.0,Standard,High School Diploma,3 or more,Drug,1-2 years,7.0,,0.0,,2.0,5 or more,No,No,1,3,No,2,2 or more,No,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,0,,,,,,0.0,0.0,Yes,Yes,No,Yes,No,1,Female,African-American,25 - 45,40.0,4.0,Low,9.0,1,1,F
22943,F,WHITE,33-37,4,,6.0,Specialized,High School Diploma,0,Property,Greater than 2 to 3 years,3.0,1.0,1.0,1.0,1.0,0,No,No,0,1,No,1,0,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,1,6,0,0,17.16666666666667,0.0,0.0,0.0,0.0,0.1262135922330097,1.0,No,Yes,Yes,No,No,0,Female,Caucasian,25 - 45,35.0,6.0,Medium,7.0,1,1,F
22944,M,BLACK,23-27,18,No,9.0,Specialized,Less than HS diploma,1,Property,Greater than 2 to 3 years,8.0,,1.0,4.0,3.0,3,No,No,1,4 or more,No,2,1,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,0,1,0,0,121.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,Yes,Yes,Yes,No,No,1,Male,African-American,Less than 25,25.0,9.0,High,16.0,1,1,F
22945,M,WHITE,18-22,17,Yes,10.0,Specialized,High School Diploma,0,Violent/Non-Sex,1-2 years,4.0,,2.0,,2.0,0,No,No,1,4 or more,Yes,3 or more,1,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,0,4,1,3 or more,30.25,0.125,0.0,0.0,0.0,0.2396694214876033,1.0,No,Yes,Yes,No,No,1,Male,Caucasian,Less than 25,20.0,10.0,High,8.0,1,1,F
22946,M,BLACK,23-27,12,No,8.0,High,Less than HS diploma,0,Property,Greater than 2 to 3 years,3.0,1.0,0.0,3.0,0.0,1,No,No,0,1,No,1,0,No,No,No,No,No,No,No,Yes,No,No,No,No,4 or more,10 or more,3 or more,0,20.94736842105263,0.210526317358017,0.0,0.0,0.0,1.0,2.753140703517588,No,No,No,No,No,1,Male,African-American,Less than 25,25.0,8.0,High,7.0,0,0,F
22947,F,WHITE,23-27,12,,8.0,High,At least some college,2,,1-2 years,5.0,4.0,0.0,3.0,2.0,1,No,No,0,1,No,1,1,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,4 or more,3,0,3 or more,23.94444444444444,0.0,0.0,0.0555555559694767,0.1111111119389534,0.0,0.0,No,Yes,No,Yes,No,1,Female,Caucasian,Less than 25,25.0,8.0,High,14.0,1,1,
22948,M,BLACK,28-32,5,No,8.0,High,Less than HS diploma,0,Drug,1-2 years,7.0,5.0,2.0,1.0,,3,No,Yes,1,3,Yes,0,2 or more,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,0,10 or more,0,2,60.875,0.1666666716337204,0.0,0.0,0.0,0.1950718685831622,0.5,No,Yes,No,Yes,No,0,Male,African-American,25 - 45,30.0,8.0,High,15.0,1,1,F
22949,M,BLACK,38-42,8,No,4.0,Standard,High School Diploma,3 or more,Other,More than 3 years,1.0,0.0,1.0,0.0,0.0,0,No,Yes,0,0,No,0,0,No,No,Yes,No,No,No,No,No,No,No,No,No,0,5,2,0,493.2,0.0,0.0,0.0,0.0,0.64882400648824,0.1481143552311436,No,No,No,No,No,1,Male,African-American,25 - 45,40.0,4.0,Low,2.0,0,0,M
22950,F,WHITE,48 or older,6,,10.0,Specialized,High School Diploma,2,Property,1-2 years,,,1.0,,1.0,3,No,No,1,1,No,3 or more,1,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,3,0,0,,,,,,0.0,0.0,No,No,No,No,No,1,Female,Caucasian,Greater than 45,50.0,10.0,High,2.0,0,0,F
22951,M,WHITE,18-22,14,Yes,7.0,High,High School Diploma,1,Violent/Non-Sex,Less than 1 year,5.0,,2.0,1.0,1.0,2,No,No,1,1,No,0,0,No,No,No,No,No,Yes,No,Yes,No,No,No,No,0,5,0,0,31.23076923076923,0.0,0.0,0.0,0.0,0.3990147783251232,0.8996305418719212,Yes,Yes,Yes,No,No,1,Male,Caucasian,Less than 25,20.0,7.0,Medium,9.0,1,1,F
22952,M,WHITE,18-22,19,No,8.0,High,High School Diploma,0,Property,Less than 1 year,1.0,0.0,0.0,1.0,0.0,0,No,No,1,0,No,1,0,No,No,No,No,No,No,No,No,No,No,No,No,0,5,0,3 or more,29.73333333333333,0.1333333402872086,0.0,0.0,0.0,0.9955156950672646,1.637892376681614,No,Yes,No,No,Yes,0,Male,Caucasian,Less than 25,20.0,8.0,High,2.0,1,1,F
22953,F,WHITE,43-47,16,,5.0,Standard,High School Diploma,0,Other,1-2 years,,,2.0,,1.0,5 or more,No,No,3 or more,4 or more,No,3 or more,1,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,0,0,0,1,63.66666666666666,0.0,0.0,0.0,0.0,0.774869109947644,1.0,No,Yes,No,Yes,No,1,Female,Caucasian,25 - 45,45.0,5.0,Medium,3.0,1,1,M
22954,M,WHITE,33-37,23,No,8.0,High,High School Diploma,0,Property,1-2 years,0.0,1.0,1.0,0.0,0.0,0,Yes,No,1,0,No,1,0,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,93.0,0.5,0.0,0.0,0.0,0.1344086021505376,1.0,No,No,No,No,No,1,Male,Caucasian,25 - 45,35.0,8.0,High,2.0,0,0,F
22956,M,BLACK,48 or older,19,No,5.0,Specialized,Less than HS diploma,0,Drug,1-2 years,5.0,,0.0,,1.0,1,No,No,3 or more,3,No,3 or more,1,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,2,5,0,0,19.33333333333333,0.0,0.2000000029802322,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,1,Male,African-American,Greater than 45,50.0,5.0,Medium,6.0,1,1,F
22957,F,WHITE,43-47,1,,4.0,Standard,Less than HS diploma,3 or more,Drug,Less than 1 year,5.0,1.0,0.0,3.0,2.0,1,No,No,2,1,No,1,1,Yes,No,No,No,No,Yes,No,No,No,No,No,No,0,6,0,0,48.54545454545455,0.0,0.0,0.0,0.0,0.4906367041198502,1.367977528089888,No,No,No,No,No,1,Female,Caucasian,25 - 45,45.0,4.0,Low,11.0,0,0,F
22958,M,WHITE,33-37,25,No,6.0,High,At least some college,0,Property,Less than 1 year,,,0.0,,1.0,5 or more,No,Yes,2,4 or more,No,3 or more,0,Yes,No,No,No,No,Yes,No,No,No,No,No,No,2,7,0,0,73.8,0.2000000029802322,0.0,0.0,0.0,0.1138211382113821,0.9898373983739835,No,Yes,No,Yes,No,1,Male,Caucasian,25 - 45,35.0,6.0,Medium,1.0,1,1,F
22959,M,WHITE,43-47,16,No,3.0,Specialized,High School Diploma,2,Violent/Sex,More than 3 years,5.0,1.0,0.0,3.0,0.0,0,No,No,1,0,No,0,0,No,No,No,No,No,No,No,Yes,No,No,No,No,0,2,0,0,17.2,0.0,0.0,0.0,0.0,1.0,1.061773255813953,No,No,No,No,No,1,Male,Caucasian,25 - 45,45.0,3.0,Low,9.0,0,0,F
22960,M,BLACK,28-32,4,No,5.0,Standard,Less than HS diploma,0,Violent/Non-Sex,1-2 years,4.0,,2.0,1.0,0.0,5 or more,No,Yes,1,2,Yes,0,0,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,4 or more,0,0,0,,0.1428571492433548,0.1428571492433548,0.0,0.0,,,No,No,No,No,No,1,Male,African-American,25 - 45,30.0,5.0,Medium,7.0,0,0,F
22961,M,BLACK,18-22,5,Yes,6.0,Specialized,High School Diploma,0,Property,1-2 years,1.0,2.0,0.0,2.0,1.0,0,No,No,1,1,No,1,1,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,0,1,3 or more,0,,,,,,0.0,0.0,No,Yes,Yes,No,No,1,Male,African-American,Less than 25,20.0,6.0,Medium,6.0,1,1,F
22962,F,WHITE,23-27,3,,9.0,Specialized,High School Diploma,1,Property,More than 3 years,8.0,0.0,1.0,,1.0,0,No,No,1,0,No,3 or more,0,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,1,589.5,0.0,0.0,0.0,0.0,0.489821882951654,0.4646946564885496,Yes,No,No,No,No,1,Female,Caucasian,Less than 25,25.0,9.0,High,10.0,0,0,F
22963,F,WHITE,28-32,17,,8.0,Standard,Less than HS diploma,2,Property,Less than 1 year,7.0,3.0,2.0,2.0,3.0,3,No,No,2,0,No,1,1,No,No,No,No,Yes,Yes,No,No,No,No,No,No,4 or more,0,0,1,8.55813953488372,0.0232558138668537,0.0,0.0465116277337074,0.0697674453258514,1.0,1.985054347826087,No,No,No,No,No,0,Female,Caucasian,25 - 45,30.0,8.0,High,17.0,0,0,F
22964,M,WHITE,18-22,17,Yes,8.0,Standard,Less than HS diploma,0,,1-2 years,2.0,2.0,1.0,0.0,3.0,0,No,Yes,1,1,Yes,0,2 or more,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,2,10 or more,0,0,48.73333333333333,0.0,0.0,0.0,0.0,1.0,1.498974008207934,No,Yes,No,Yes,No,0,Male,Caucasian,Less than 25,20.0,8.0,High,8.0,1,1,
22965,M,WHITE,23-27,19,No,6.0,Specialized,Less than HS diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,1.0,,1.0,1.0,0.0,3,No,No,1,4 or more,Yes,1,0,Yes,No,No,No,No,No,No,Yes,No,No,No,No,0,0,0,0,56.58333333333334,0.25,0.0,0.0,0.0,0.0,0.0,No,Yes,No,Yes,No,1,Male,Caucasian,Less than 25,25.0,6.0,Medium,3.0,1,1,F
22966,M,BLACK,23-27,16,No,6.0,Standard,High School Diploma,2,Violent/Non-Sex,1-2 years,4.0,,1.0,1.0,2.0,3,Yes,No,3 or more,4 or more,No,1,0,Yes,No,No,No,No,No,No,Yes,No,No,No,No,0,0,0,0,28.66666666666667,0.0,0.0,0.0,0.0,1.0,4.247093023255814,No,No,No,No,No,1,Male,African-American,Less than 25,25.0,6.0,Medium,8.0,0,0,F
22967,M,WHITE,48 or older,7,No,2.0,Standard,At least some college,3 or more,Drug,1-2 years,2.0,1.0,1.0,0.0,1.0,0,Yes,No,1,0,No,0,0,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,0,0,0,,,,,,0.0,0.0,No,No,No,No,No,0,Male,Caucasian,Greater than 45,50.0,2.0,Low,5.0,0,0,F
22968,M,WHITE,23-27,5,No,10.0,Specialized,High School Diploma,2,Other,1-2 years,4.0,2.0,1.0,0.0,4.0,0,No,Yes,0,0,No,0,0,No,No,No,No,No,Yes,No,No,No,No,No,No,0,6,0,1,50.5,0.0714285746216774,0.0,0.0,0.0,0.1909476661951909,1.033239038189533,No,Yes,No,Yes,No,1,Male,Caucasian,Less than 25,25.0,10.0,High,11.0,1,1,M
22969,M,BLACK,43-47,5,No,1.0,Standard,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,2.0,1.0,,0.0,0.0,0,No,No,2,1,Yes,0,0,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,3 or more,,0.0,0.0,0.0,0.0,,,No,No,No,No,No,1,Male,African-American,25 - 45,45.0,1.0,Low,3.0,0,0,F
22970,M,BLACK,23-27,21,No,5.0,Standard,Less than HS diploma,3 or more,,Less than 1 year,3.0,,0.0,1.0,,3,No,No,1,2,No,0,2 or more,No,No,No,No,No,Yes,No,No,No,No,No,No,0,5,0,0,,,,,,0.0,0.0,No,No,No,No,No,1,Male,African-American,Less than 25,25.0,5.0,Medium,4.0,0,0,
22971,M,BLACK,38-42,2,No,5.0,Standard,At least some college,2,Violent/Non-Sex,Less than 1 year,6.0,4.0,2.0,2.0,3.0,1,Yes,No,1,2,Yes,1,1,No,Yes,No,No,No,No,No,No,No,No,No,No,0,0,0,0,,,,,,0.0,0.0,No,Yes,No,No,Yes,0,Male,African-American,25 - 45,40.0,5.0,Medium,17.0,1,1,F
22972,M,BLACK,28-32,15,No,10.0,Specialized,High School Diploma,2,Other,1-2 years,6.0,,1.0,0.0,4.0,5 or more,Yes,Yes,1,4 or more,Yes,2,0,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,4 or more,6,0,0,81.58823529411765,0.0588235296308994,0.0,0.0,0.0,1.0,1.316690699351118,No,No,No,No,No,0,Male,African-American,25 - 45,30.0,10.0,High,11.0,0,0,M
22974,F,BLACK,23-27,1,,10.0,Specialized,At least some college,3 or more,Property,Greater than 2 to 3 years,1.0,0.0,0.0,1.0,0.0,0,No,No,0,0,No,0,0,No,No,No,No,No,No,Yes,No,No,No,No,No,0,0,0,3 or more,264.3333333333333,0.0,0.0,0.0,0.0,0.1387137452711223,1.381778058007566,No,Yes,Yes,No,No,1,Female,African-American,Less than 25,25.0,10.0,High,2.0,1,1,F
22975,F,WHITE,23-27,3,,7.0,High,High School Diploma,3 or more,Property,1-2 years,2.0,0.0,0.0,2.0,0.0,0,No,No,0,0,No,1,0,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,4 or more,10 or more,0,3 or more,15.71428571428571,0.0,0.0259740259498358,0.0389610379934311,0.0,0.8107438016528926,2.716735537190083,Yes,No,No,No,No,0,Female,Caucasian,Less than 25,25.0,7.0,Medium,4.0,0,0,F
22976,M,BLACK,33-37,5,No,4.0,Standard,High School Diploma,1,,1-2 years,4.0,0.0,1.0,1.0,2.0,0,No,No,2,0,Yes,0,2 or more,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,0,5,0,1,88.5,0.0,0.0,0.0,0.0,1.0,3.0,No,Yes,No,No,Yes,0,Male,African-American,25 - 45,35.0,4.0,Low,8.0,1,1,
